zone_trace_id,scenario_method_id,scenario_id,method_id,selection_rank,candidate_site_id,demand_zone_id,zone_coverage_rank,coverage_radius_km,distance_km,zone_demand_weight,zone_demand_share_of_candidate,allowed_use_note,proxy_assumption_label
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:471629646|dz:nuts2024:FR105,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,2,candidate:osm:node:471629646,dz:nuts2024:FR105,3,50,11.967,1668275,0.132938,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:471629646|dz:nuts2024:FR103,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,2,candidate:osm:node:471629646,dz:nuts2024:FR103,4,50,41.865,1504565,0.119892,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:471629646|dz:nuts2024:FR102,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,2,candidate:osm:node:471629646,dz:nuts2024:FR102,5,50,49.211,1490900,0.118804,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:471629646|dz:nuts2024:FR107,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,2,candidate:osm:node:471629646,dz:nuts2024:FR107,6,50,10.942,1434875,0.114339,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:471629646|dz:nuts2024:FR104,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,2,candidate:osm:node:471629646,dz:nuts2024:FR104,7,50,38.798,1356114,0.108063,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:471629646|dz:nuts2024:FR108,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,2,candidate:osm:node:471629646,dz:nuts2024:FR108,8,50,32.169,1297210,0.103369,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:648114671|dz:nuts2024:FR101,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,3,candidate:osm:node:648114671,dz:nuts2024:FR101,1,50,4.96,2065560,0.164596,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:648114671|dz:nuts2024:FR106,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,3,candidate:osm:node:648114671,dz:nuts2024:FR106,2,50,5.417,1731789,0.137999,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:648114671|dz:nuts2024:FR105,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,3,candidate:osm:node:648114671,dz:nuts2024:FR105,3,50,12.124,1668275,0.132938,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:648114671|dz:nuts2024:FR103,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,3,candidate:osm:node:648114671,dz:nuts2024:FR103,4,50,42.031,1504565,0.119892,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:648114671|dz:nuts2024:FR102,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,3,candidate:osm:node:648114671,dz:nuts2024:FR102,5,50,49.141,1490900,0.118804,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:648114671|dz:nuts2024:FR107,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,3,candidate:osm:node:648114671,dz:nuts2024:FR107,6,50,10.993,1434875,0.114339,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:648114671|dz:nuts2024:FR104,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,3,candidate:osm:node:648114671,dz:nuts2024:FR104,7,50,38.94,1356114,0.108063,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:648114671|dz:nuts2024:FR108,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,3,candidate:osm:node:648114671,dz:nuts2024:FR108,8,50,32.198,1297210,0.103369,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:667281517|dz:nuts2024:FR101,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,4,candidate:osm:node:667281517,dz:nuts2024:FR101,1,50,4.855,2065560,0.164596,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:667281517|dz:nuts2024:FR106,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,4,candidate:osm:node:667281517,dz:nuts2024:FR106,2,50,9.975,1731789,0.137999,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:667281517|dz:nuts2024:FR105,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,4,candidate:osm:node:667281517,dz:nuts2024:FR105,3,50,10.681,1668275,0.132938,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:667281517|dz:nuts2024:FR103,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,4,candidate:osm:node:667281517,dz:nuts2024:FR103,4,50,39.522,1504565,0.119892,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:667281517|dz:nuts2024:FR102,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,4,candidate:osm:node:667281517,dz:nuts2024:FR102,5,50,48.533,1490900,0.118804,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:667281517|dz:nuts2024:FR107,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,4,candidate:osm:node:667281517,dz:nuts2024:FR107,6,50,8.012,1434875,0.114339,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:667281517|dz:nuts2024:FR104,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,4,candidate:osm:node:667281517,dz:nuts2024:FR104,7,50,34.385,1356114,0.108063,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:667281517|dz:nuts2024:FR108,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,4,candidate:osm:node:667281517,dz:nuts2024:FR108,8,50,34.313,1297210,0.103369,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:837837342|dz:nuts2024:FR101,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,5,candidate:osm:node:837837342,dz:nuts2024:FR101,1,50,4.848,2065560,0.164596,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:837837342|dz:nuts2024:FR106,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,5,candidate:osm:node:837837342,dz:nuts2024:FR106,2,50,5.57,1731789,0.137999,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:837837342|dz:nuts2024:FR105,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,5,candidate:osm:node:837837342,dz:nuts2024:FR105,3,50,12.011,1668275,0.132938,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:837837342|dz:nuts2024:FR103,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,5,candidate:osm:node:837837342,dz:nuts2024:FR103,4,50,41.905,1504565,0.119892,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:837837342|dz:nuts2024:FR102,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,5,candidate:osm:node:837837342,dz:nuts2024:FR102,5,50,49.16,1490900,0.118804,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:837837342|dz:nuts2024:FR107,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,5,candidate:osm:node:837837342,dz:nuts2024:FR107,6,50,10.908,1434875,0.114339,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:837837342|dz:nuts2024:FR104,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,5,candidate:osm:node:837837342,dz:nuts2024:FR104,7,50,38.793,1356114,0.108063,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:837837342|dz:nuts2024:FR108,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,5,candidate:osm:node:837837342,dz:nuts2024:FR108,8,50,32.216,1297210,0.103369,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:25214653|dz:nuts2024:FR101,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,6,candidate:osm:node:25214653,dz:nuts2024:FR101,1,50,3.147,2065560,0.186787,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:25214653|dz:nuts2024:FR106,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,6,candidate:osm:node:25214653,dz:nuts2024:FR106,2,50,6.071,1731789,0.156604,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:25214653|dz:nuts2024:FR105,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,6,candidate:osm:node:25214653,dz:nuts2024:FR105,3,50,9.749,1668275,0.150861,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:25214653|dz:nuts2024:FR103,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,6,candidate:osm:node:25214653,dz:nuts2024:FR103,4,50,39.771,1504565,0.136056,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:25214653|dz:nuts2024:FR107,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,6,candidate:osm:node:25214653,dz:nuts2024:FR107,5,50,13.704,1434875,0.129754,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:25214653|dz:nuts2024:FR104,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,6,candidate:osm:node:25214653,dz:nuts2024:FR104,6,50,39.839,1356114,0.122632,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:25214653|dz:nuts2024:FR108,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,6,candidate:osm:node:25214653,dz:nuts2024:FR108,7,50,28.966,1297210,0.117306,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:309654919|dz:nuts2024:FR101,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,7,candidate:osm:node:309654919,dz:nuts2024:FR101,1,50,3.143,2065560,0.186787,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:309654919|dz:nuts2024:FR106,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,7,candidate:osm:node:309654919,dz:nuts2024:FR106,2,50,12.187,1731789,0.156604,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:309654919|dz:nuts2024:FR105,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,7,candidate:osm:node:309654919,dz:nuts2024:FR105,3,50,4.216,1668275,0.150861,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:309654919|dz:nuts2024:FR103,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,7,candidate:osm:node:309654919,dz:nuts2024:FR103,4,50,34.001,1504565,0.136056,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:309654919|dz:nuts2024:FR107,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,7,candidate:osm:node:309654919,dz:nuts2024:FR107,5,50,14.116,1434875,0.129754,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:309654919|dz:nuts2024:FR104,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,7,candidate:osm:node:309654919,dz:nuts2024:FR104,6,50,35.407,1356114,0.122632,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:309654919|dz:nuts2024:FR108,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,7,candidate:osm:node:309654919,dz:nuts2024:FR108,7,50,28.894,1297210,0.117306,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:320203219|dz:nuts2024:FR101,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,8,candidate:osm:node:320203219,dz:nuts2024:FR101,1,50,5.143,2065560,0.186787,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:320203219|dz:nuts2024:FR106,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,8,candidate:osm:node:320203219,dz:nuts2024:FR106,2,50,5.068,1731789,0.156604,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:320203219|dz:nuts2024:FR105,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,8,candidate:osm:node:320203219,dz:nuts2024:FR105,3,50,10.899,1668275,0.150861,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:320203219|dz:nuts2024:FR103,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,8,candidate:osm:node:320203219,dz:nuts2024:FR103,4,50,40.709,1504565,0.136056,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:320203219|dz:nuts2024:FR107,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,8,candidate:osm:node:320203219,dz:nuts2024:FR107,5,50,15.651,1434875,0.129754,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:320203219|dz:nuts2024:FR104,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,8,candidate:osm:node:320203219,dz:nuts2024:FR104,6,50,42.066,1356114,0.122632,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:320203219|dz:nuts2024:FR108,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,8,candidate:osm:node:320203219,dz:nuts2024:FR108,7,50,27.513,1297210,0.117306,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:625171506|dz:nuts2024:FR101,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,9,candidate:osm:node:625171506,dz:nuts2024:FR101,1,50,3.338,2065560,0.186787,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:625171506|dz:nuts2024:FR106,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,9,candidate:osm:node:625171506,dz:nuts2024:FR106,2,50,10.179,1731789,0.156604,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:625171506|dz:nuts2024:FR105,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,9,candidate:osm:node:625171506,dz:nuts2024:FR105,3,50,8.914,1668275,0.150861,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:625171506|dz:nuts2024:FR103,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,9,candidate:osm:node:625171506,dz:nuts2024:FR103,4,50,38.007,1504565,0.136056,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:625171506|dz:nuts2024:FR107,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,9,candidate:osm:node:625171506,dz:nuts2024:FR107,5,50,9.618,1434875,0.129754,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:625171506|dz:nuts2024:FR104,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,9,candidate:osm:node:625171506,dz:nuts2024:FR104,6,50,34.572,1356114,0.122632,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:625171506|dz:nuts2024:FR108,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,9,candidate:osm:node:625171506,dz:nuts2024:FR108,7,50,32.784,1297210,0.117306,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:baseline-topk|candidate:osm:node:255003455|dz:nuts2024:FR101,scenario:radius-aggressive|method:baseline-topk,scenario:radius-aggressive,method:baseline-topk,10,candidate:osm:node:255003455,dz:nuts2024:FR101,1,50,5.998,2065560,0.186787,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
